Mod:Item:MetaData, Localized Name
tconstruct:pick_head:0, Медн. навершие кирки
tconstruct:pick_head:0, Бронзов. навершие кирки
tconstruct:pick_head:0, Свинцов. навершие кирки
tconstruct:pick_head:0, Серебрян. навершие кирки
tconstruct:pick_head:0, Электрумов. навершие кирки
tconstruct:pick_head:0, Стальн. навершие кирки
tconstruct:shovel_head:0, Деревянн. полотно лопаты
tconstruct:shovel_head:0, Каменн. полотно лопаты
tconstruct:shovel_head:0, Кремнев. полотно лопаты
tconstruct:shovel_head:0, Кактусов. полотно лопаты
tconstruct:shovel_head:0, Костян. полотно лопаты
tconstruct:shovel_head:0, Обсидианов. полотно лопаты
tconstruct:shovel_head:0, Призмаринов. полотно лопаты
tconstruct:shovel_head:0, Эндеровск. полотно лопаты
tconstruct:shovel_head:0, Бумажн. полотно лопаты
tconstruct:shovel_head:0, Губочн. полотно лопаты
tconstruct:shovel_head:0, Огнедерев. полотно лопаты
tconstruct:shovel_head:0, Железн. полотно лопаты
tconstruct:shovel_head:0, Свиностальн. полотно лопаты
tconstruct:shovel_head:0, Слизестальн. полотно лопаты
tconstruct:shovel_head:0, Слизнев. полотно лопаты
tconstruct:shovel_head:0, Синеслизнев. полотно лопаты
tconstruct:shovel_head:0, Огнеслизнев. полотно лопаты
tconstruct:shovel_head:0, Адокаменн. полотно лопаты
tconstruct:shovel_head:0, Кобальтов. полотно лопаты
tconstruct:shovel_head:0, Ардитов. полотно лопаты
tconstruct:shovel_head:0, Маньюлинов. полотно лопаты
tconstruct:shovel_head:0, Медн. полотно лопаты
tconstruct:shovel_head:0, Бронзов. полотно лопаты
tconstruct:shovel_head:0, Свинцов. полотно лопаты
tconstruct:shovel_head:0, Серебрян. полотно лопаты
tconstruct:shovel_head:0, Электрумов. полотно лопаты
tconstruct:shovel_head:0, Стальн. полотно лопаты
tconstruct:axe_head:0, Деревянн. лезвие топора
tconstruct:axe_head:0, Каменн. лезвие топора
tconstruct:axe_head:0, Кремнев. лезвие топора
tconstruct:axe_head:0, Кактусов. лезвие топора
tconstruct:axe_head:0, Костян. лезвие топора
tconstruct:axe_head:0, Обсидианов. лезвие топора
tconstruct:axe_head:0, Призмаринов. лезвие топора
tconstruct:axe_head:0, Эндеровск. лезвие топора
tconstruct:axe_head:0, Бумажн. лезвие топора
tconstruct:axe_head:0, Губочн. лезвие топора
tconstruct:axe_head:0, Огнедерев. лезвие топора
tconstruct:axe_head:0, Железн. лезвие топора
tconstruct:axe_head:0, Свиностальн. лезвие топора
tconstruct:axe_head:0, Слизестальн. лезвие топора
tconstruct:axe_head:0, Слизнев. лезвие топора
tconstruct:axe_head:0, Синеслизнев. лезвие топора
tconstruct:axe_head:0, Огнеслизнев. лезвие топора
tconstruct:axe_head:0, Адокаменн. лезвие топора
tconstruct:axe_head:0, Кобальтов. лезвие топора
tconstruct:axe_head:0, Ардитов. лезвие топора
tconstruct:axe_head:0, Маньюлинов. лезвие топора
tconstruct:axe_head:0, Медн. лезвие топора
tconstruct:axe_head:0, Бронзов. лезвие топора
tconstruct:axe_head:0, Свинцов. лезвие топора
tconstruct:axe_head:0, Серебрян. лезвие топора
tconstruct:axe_head:0, Электрумов. лезвие топора
tconstruct:axe_head:0, Стальн. лезвие топора
tconstruct:broad_axe_head:0, Деревянн. большое лезвие топора
tconstruct:broad_axe_head:0, Каменн. большое лезвие топора
tconstruct:broad_axe_head:0, Кремнев. большое лезвие топора
tconstruct:broad_axe_head:0, Кактусов. большое лезвие топора
tconstruct:broad_axe_head:0, Костян. большое лезвие топора
tconstruct:broad_axe_head:0, Обсидианов. большое лезвие топора
tconstruct:broad_axe_head:0, Призмаринов. большое лезвие топора
tconstruct:broad_axe_head:0, Эндеровск. большое лезвие топора
tconstruct:broad_axe_head:0, Бумажн. большое лезвие топора
tconstruct:broad_axe_head:0, Губочн. большое лезвие топора
tconstruct:broad_axe_head:0, Огнедерев. большое лезвие топора
tconstruct:broad_axe_head:0, Железн. большое лезвие топора
tconstruct:broad_axe_head:0, Свиностальн. большое лезвие топора
tconstruct:broad_axe_head:0, Слизестальн. большое лезвие топора
tconstruct:broad_axe_head:0, Слизнев. большое лезвие топора
tconstruct:broad_axe_head:0, Синеслизнев. большое лезвие топора
tconstruct:broad_axe_head:0, Огнеслизнев. большое лезвие топора
tconstruct:broad_axe_head:0, Адокаменн. большое лезвие топора
tconstruct:broad_axe_head:0, Кобальтов. большое лезвие топора
tconstruct:broad_axe_head:0, Ардитов. большое лезвие топора
tconstruct:broad_axe_head:0, Маньюлинов. большое лезвие топора
tconstruct:broad_axe_head:0, Медн. большое лезвие топора
tconstruct:broad_axe_head:0, Бронзов. большое лезвие топора
tconstruct:broad_axe_head:0, Свинцов. большое лезвие топора
tconstruct:broad_axe_head:0, Серебрян. большое лезвие топора
tconstruct:broad_axe_head:0, Электрумов. большое лезвие топора
tconstruct:broad_axe_head:0, Стальн. большое лезвие топора
tconstruct:sword_blade:0, Деревянн. лезвие меча
tconstruct:sword_blade:0, Каменн. лезвие меча
tconstruct:sword_blade:0, Кремнев. лезвие меча
tconstruct:sword_blade:0, Кактусов. лезвие меча
tconstruct:sword_blade:0, Костян. лезвие меча
tconstruct:sword_blade:0, Обсидианов. лезвие меча
tconstruct:sword_blade:0, Призмаринов. лезвие меча
tconstruct:sword_blade:0, Эндеровск. лезвие меча
tconstruct:sword_blade:0, Бумажн. лезвие меча
tconstruct:sword_blade:0, Губочн. лезвие меча
tconstruct:sword_blade:0, Огнедерев. лезвие меча
tconstruct:sword_blade:0, Железн. лезвие меча
tconstruct:sword_blade:0, Свиностальн. лезвие меча
tconstruct:sword_blade:0, Слизестальн. лезвие меча
tconstruct:sword_blade:0, Слизнев. лезвие меча
tconstruct:sword_blade:0, Синеслизнев. лезвие меча
tconstruct:sword_blade:0, Огнеслизнев. лезвие меча
tconstruct:sword_blade:0, Адокаменн. лезвие меча
tconstruct:sword_blade:0, Кобальтов. лезвие меча
tconstruct:sword_blade:0, Ардитов. лезвие меча
tconstruct:sword_blade:0, Маньюлинов. лезвие меча
tconstruct:sword_blade:0, Медн. лезвие меча
tconstruct:sword_blade:0, Бронзов. лезвие меча
tconstruct:sword_blade:0, Свинцов. лезвие меча
tconstruct:sword_blade:0, Серебрян. лезвие меча
tconstruct:sword_blade:0, Электрумов. лезвие меча
tconstruct:sword_blade:0, Стальн. лезвие меча
tconstruct:large_sword_blade:0, Деревянн. широкое лезвие меча
tconstruct:large_sword_blade:0, Каменн. широкое лезвие меча
tconstruct:large_sword_blade:0, Кремнев. широкое лезвие меча
tconstruct:large_sword_blade:0, Кактусов. широкое лезвие меча
tconstruct:large_sword_blade:0, Костян. широкое лезвие меча
tconstruct:large_sword_blade:0, Обсидианов. широкое лезвие меча
tconstruct:large_sword_blade:0, Призмаринов. широкое лезвие меча
tconstruct:large_sword_blade:0, Эндеровск. широкое лезвие меча
tconstruct:large_sword_blade:0, Бумажн. широкое лезвие меча
tconstruct:large_sword_blade:0, Губочн. широкое лезвие меча
